id_type,value_normalised,n_jort_orgs,jort_labels
matricule_fiscal,1059963V,2,Société COLOR 3D SERVICES SUARL | Société Color 3D Services SUARL
matricule_fiscal,1059970T,1,Sté DECO BAT
matricule_fiscal,1059978C,1,B&B International Trading
matricule_fiscal,105999D,1,Sté LOBNAN BEAUTY SUARL MF : 105999D/A/M/000
matricule_fiscal,1059E,1,Société Immobilière et Touristique de Tunisie
matricule_fiscal,1060002S,1,Tchap Tunis
matricule_fiscal,1060083L,1,Société Ennacer d'Agence et de Gestion Immobilière (S.A.R.L)
matricule_fiscal,10601124Z,1,SOCIETE S.M.T.M
matricule_fiscal,1060136G,1,Société International TELE PRO Marketing
matricule_fiscal,1060146J,3,SOCIETE TUNCO | Société TUNCO | Tunisie confection
matricule_fiscal,1060188V,1,Sté Restaurant Zembra
matricule_fiscal,1060201R,1,SOCIETE TREVI
matricule_fiscal,1060228K,1,Société PRO
matricule_fiscal,1060341K,1,SOCIETE BIZERTE ECO LOGIS BEL
matricule_fiscal,1060380S,1,SOCIETE NET PLUS
matricule_fiscal,1060444R,1,Société NATEX
matricule_fiscal,106044F,1,Société Sunshine Sonia Trading
matricule_fiscal,1060560V,1,Société Royal vitrage
matricule_fiscal,1060606E,1,Sté MTM LUBRIFIANTS
matricule_fiscal,1060622R,1,Société FARAH Distribution
matricule_fiscal,1060668B,1,SARL dont le capital est en cours
matricule_fiscal,1060700N,1,Société Transport Terrestre Africain TTA
matricule_fiscal,1060717Y,1,Sidi Bou Import Export
matricule_fiscal,1060721T,1,QUALISERV - SARL
matricule_fiscal,1060749G,1,Société Fruits & Légumes
matricule_fiscal,1060817B,1,Société IN & OUT TRADING
matricule_fiscal,1060823Z,3,Société A.N.I.C | Société Adel Aich | Sté ANIC suarl
matricule_fiscal,1060903Y,2,Grand casino de Tabarka | Société Grand Casino de Tabarka SA
matricule_fiscal,1060935G,1,Société Edakhla Froid
matricule_fiscal,1060980M,2,Société MERCATORIA S.A.R.L | Société Mercatoria
matricule_fiscal,1060984R,2,TCTS | Tunisian Computing Telecommunication Services TCTS
matricule_fiscal,1061035C,1,Société Best Idées Pub
matricule_fiscal,1061125H,1,Société PICS
matricule_fiscal,1061128L,1,Société GOLF BEACH VOYAGES
matricule_fiscal,1061139N,1,Société SOTIGEB
matricule_fiscal,10611515T,1,Erryada de Promotion Immobilière
matricule_fiscal,1061184A,1,SOFRIBAT
matricule_fiscal,1061219N,1,Société Galerie des Ateliers
matricule_fiscal,1061223J,2,"DOGAN Industriel, commercial unie d'ingénierie et d'électricité | Société"
matricule_fiscal,1061232L,1,"Société DES SERVICES, ASSISTANCE FINANCIERE ET RECOUVREMENT"
matricule_fiscal,1061233L,1,Sté Golden Distribution
matricule_fiscal,1061241L,1,Sté M.T.M Plast Tunisie
matricule_fiscal,1061286F,1,Société IPCOM
matricule_fiscal,106135G,1,Société Best Idées Pub
matricule_fiscal,1061369C,1,Société DAR Elhikma Distribution DAR ELHIKMA
matricule_fiscal,1061376B,3,Société MAY CONNECTION SERVICE » MCS | Société May Connecting Service MCS | Société May Connection Service
matricule_fiscal,106137B,1,Société May Connecting Services
matricule_fiscal,1061382Z,2,"Société F3MI Industrial Solutions» SARL | Société F3MI, Industrial Solutions"
matricule_fiscal,10613871E,1,ITALCAR GROS S.A
matricule_fiscal,1061545D,1,IMOPLUS
matricule_fiscal,1061586K,2,Carthage Fish | Carthage Fish SARL
matricule_fiscal,1061680C,1,Agence de service moghrebin de transit
matricule_fiscal,1061682P,1,Société MEDIA PHONE
matricule_fiscal,1061713C,1,SOCIETE ALOULOU DE COMMERCE ET DE SERVICE SACOS
matricule_fiscal,1061847M,2,Société Zairi des Dattes | Société Zairi des Dattes SARL
matricule_fiscal,1061900Z,1,Société de Réalisation de Travaux de Bâtiment
matricule_fiscal,1061952M,1,Société KARIMA
matricule_fiscal,106199S,1,DAR EL HAMMAMI
matricule_fiscal,1062030F,1,Société Général Peinture
matricule_fiscal,1062099D,1,Société SMS
matricule_fiscal,10621440P,1,GROUPSOR / Sotimex - Altric Et Cie / AGEP - ATEF
matricule_fiscal,1062151P,1,Société des Travaux d'Electricité - Bâtiment T
matricule_fiscal,1062168Z,1,Société MobiCom SARL
matricule_fiscal,1062253V,1,Sté Quincaillerie ELJAZIRA
matricule_fiscal,1062256Y,1,S 2 R entreprise de Bâtiment SARL
matricule_fiscal,1062305P,2,Société H | Société HR CONNECT
matricule_fiscal,1062373C,1,Société ARANDA Y PEREZ
matricule_fiscal,1062378H,4,Société Médical Confort | Société Médical confort | Société Médical confort SARL
matricule_fiscal,1062408W,1,Société Modele & Moderne De Distribution» M
matricule_fiscal,1062419Z,1,Société GI2P
matricule_fiscal,1062428A,1,La Souce du Savoir
matricule_fiscal,1062487W,1,ET Modification de l'objet de la société
matricule_fiscal,1062597S,1,Société : IBRA INTERNATIONAL
matricule_fiscal,1062643F,2,Société TUNINTECH» SARL | TUNINTECH
matricule_fiscal,1062654J,1,HB Distribution
matricule_fiscal,1062673M,1,Société Plastiplus
matricule_fiscal,1062716F,1,Société Oasis Call Center
matricule_fiscal,1062744K,1,INTER COM SARL
matricule_fiscal,1062748M,1,GRS (Groupe Rajah Services)
matricule_fiscal,1062755N,1,Société Expinatha» SUARL
matricule_fiscal,1062851M,1,Société TUNIMED
matricule_fiscal,1062872S,1,Société MANDARINE Production
matricule_fiscal,1062898D,1,Sté AGA
matricule_fiscal,1062936R,2,MACE PROJETS | Quitus au liquidateur pour toutes les opérations de liquidation de la société
matricule_fiscal,1062942P,1,Société CETIPA
matricule_fiscal,1062975Z,1,HOKI
matricule_fiscal,1063011G,2,Société l'europeenne Rent a Car | Société l'europeenne rent a car
matricule_fiscal,1063072W,1,Société Ezzitouna Agricole
matricule_fiscal,1063132Q,2,SOCIETE GEYCO TRADING | Société Nature Douce
matricule_fiscal,1063153W,1,Espace des Beaux Arts Galiga » SARL
matricule_fiscal,1063164S,1,SOCIETE SARL EL AMEN
matricule_fiscal,1063168D,1,Société Internationale des Travaux Electriques S
matricule_fiscal,1063172Z,1,MS CONCEPT SURL
matricule_fiscal,10632840A,1,Société Tunisienne des Ressources Laborieuses
matricule_fiscal,1063308X,2,DANAR COMPANY | Danar Company
matricule_fiscal,1063339E,1,Personne Physique
matricule_fiscal,1063345C,1,European Dynamics SA
matricule_fiscal,1063373G,4,B.J Services SARL | BJ SERVICES TUNISIE SARL | BJ Services Tunisie SARL
matricule_fiscal,1063374H,3,Société Tunisienne de Travaux de Batiment | Société Tunisienne de Travaux de Bâtiment | Société Tunisienne de Travaux de Bâtiment -SOTRAB
matricule_fiscal,1063387N,1,Société Comptoir Sfaxien d'Electricité COSEL
matricule_fiscal,1063472J,1,Société Les Emballages Exceptionnels (EMEX) SARL
matricule_fiscal,1063508P,1,L'objet : Vente maintenance équipement et montage de matériel d'Energie solaire
matricule_fiscal,1063555L,1,Cessation d'activité & dissolution anticipée
matricule_fiscal,1063562K,1,Société Giyo Recyclages
matricule_fiscal,1063624G,2,Société Nous Même Confection | Société Nous-Même Confection
matricule_fiscal,1063680Q,2,GRACE SARL | Société Grage» Sarl
matricule_fiscal,1063710D,1,Société Raouia des Carrières SARL
matricule_fiscal,1063726M,1,et la désignation de M
matricule_fiscal,1063739S,1,Société Centre Al-Kindi pour la Formation et les Etudes; Objet
matricule_fiscal,1063808N,2,"SHELL TUNISIA Metouia GmbH | Société : Shell Tunisia Kairouan GmbH, Hambourg"
matricule_fiscal,1063834Q,1,Sté des pièces de Rechanges des Autos Modernes SOPRAM
matricule_fiscal,1063995H,1,Société ID Meubles
matricule_fiscal,10640421A,1,ANDY ENGINEERING TUNISIA
matricule_fiscal,1064146B,1,STES UNIPERSONNELLES A RESPONSABILITE LIMITEE
matricule_fiscal,106421L,1,EKBAL
matricule_fiscal,1064232Y,5,Zone industrielle Enfidha - Sousse | Zone industrielle Enfidha-Sousse | Zone industrielle d'Enfidha 4030 Entidha
matricule_fiscal,1064240J,1,Société METAFORA Tunisie
matricule_fiscal,1064289R,1,GALERIE YASMINE DECO VERRE
matricule_fiscal,106431C,1,Société Comptoir Commercial de Céramique
matricule_fiscal,106434B,1,Sté International Consulting
matricule_fiscal,1064352F,2,SODEVIA S.A.R.L | Société SODEVIA SARL
matricule_fiscal,1064381L,2,FTCA | Fondation TORRES de céramique d'art
matricule_fiscal,1064389V,1,Société GUETTARY SPORT Sarl
matricule_fiscal,1064470L,1,apprivoiseuse des amis
matricule_fiscal,1064613W,1,TUNISIA GOLF SERVICES
matricule_fiscal,1064629R,1,IT-Consulting
matricule_fiscal,1064823R,1,Société Golden Cosmetic Distribution SUARL
matricule_fiscal,1064864B,2,Société D-T-P | Société Sotrap - SUARL
matricule_fiscal,1064870Z,1,Société Générale Bâtiment de Sahel
matricule_fiscal,106489F,1,Société BIOMER
matricule_fiscal,1064941X,2,Société CHALLENGE | Sté Challenge Construction
matricule_fiscal,1064945B,1,Sté CAREVI
matricule_fiscal,10649651F,1,Sté LA LUMIÈRE DE L'OLIVIER
matricule_fiscal,1064965F,1,Société Nour D'olivier
matricule_fiscal,1065093K,1,Société SO.SE.F - SARL
matricule_fiscal,1065146F,1,Nom de la société : El Kefi vente matériels informatiques et accessoires
matricule_fiscal,1065160D,1,SUBLIME
matricule_fiscal,1065339N,1,Société PALAIS du Mode et de Commerce S.A.R.L
matricule_fiscal,1065417K,1,Société Remondy Plus
matricule_fiscal,10654271S,1,Société International Maghreb Trading I
matricule_fiscal,1065477Y,1,Société IBAN MOD
matricule_fiscal,1065482V,1,et ils désignent Monsieur Tarek Harhira en qualité de liquida
matricule_fiscal,1065498D,2,Sté TRADE AND INTERNATIONAL MARKETING | TRADE AND INTERNATIONAL MARKETINK» SARL
matricule_fiscal,1065499E,1,Société POWER ELECTRIC SYSTEM
matricule_fiscal,1065522M,1,Société La Générale des Huiles
matricule_fiscal,1065528S,2,Société OUMAIMA DE BATIMENT Sarl | Société Oumaima de Bâtiment Sarl Capital : 1500.000D
matricule_fiscal,1065529S,2,SOL | Société Omaima de Location
matricule_fiscal,1065574Y,1,Société des Nouvelles Technologies du Froid SNTF
matricule_fiscal,1065576A,1,SOCIETE NEW DESIGN CONFECTION
matricule_fiscal,1065579D,1,Sté l'escale SOCLE
matricule_fiscal,1065598G,1,Société CLIM-Factor
matricule_fiscal,1065624Q,1,FRIKHA AUDIO
matricule_fiscal,1065679G,1,Clean Way
matricule_fiscal,1065799P,1,Société Razgallah International Marketing Naturel
matricule_fiscal,1065805T,2,Société Ellyssa Distribution | Ullyssa de Distribution
matricule_fiscal,1065984N,2,Sté Kamla de Tapis et de Produits Artisanales Kairouanaise | Sté Kamla de Tapis et pdts artisanales Kairouanaise - SARL
matricule_fiscal,1065986Q,2,Fuzion | SOCIETE FUZION SARL
matricule_fiscal,1066250J,2,SOCIETE HEOL TUNISIE | Société Heol Tunisie
matricule_fiscal,1066255P,2,"Avenue Habib Bourguiba appart 8, 2ème étage immeuble Saadi 7000 Bizerte | Clôture de liquidation de la société International Boat Service SARL"
matricule_fiscal,106626T,1,Société SANGHO QUADS
matricule_fiscal,1066304F,2,Société TIMGAD Energy | Timgad Energy Tunisia Branch
matricule_fiscal,1066334M,1,Société FITNESS HUMMER S.A.R.L
matricule_fiscal,1066408N,1,AGENCE DE PROTECTION ET SERVICES
matricule_fiscal,1066442Q,1,Société la Perle de Bâtiment
matricule_fiscal,10665212Y,2,SETCAR I. T | SETCARI. T
matricule_fiscal,1066534T,2,Société Lafer International | Société Lafer International Sarl
matricule_fiscal,1066638B,2,STE UNITED FOOD | Sté United Food
matricule_fiscal,10666413K,1,Personne physique
matricule_fiscal,1066659G,1,Société Idéal de Marbre
matricule_fiscal,1066704T,2,ART & HEL - SARL | ART & HEL - Sarl
matricule_fiscal,10667232C,2,SOCIETE TEX P AM | Société TEX PAM
matricule_fiscal,1066741Z,1,Société Golem Software Tunisie
matricule_fiscal,1066835E,1,Electromécanique engineering company ELENCO
matricule_fiscal,1066840R,1,Société DEMAT
matricule_fiscal,1066881L,1,Société In House
matricule_fiscal,1066930C,1,Société WALTEX» SARL
matricule_fiscal,1066936J,1,SAMBL
matricule_fiscal,1066995W,1,Société M.P.T.S
matricule_fiscal,1067051H,1,Sté @ Vision
matricule_fiscal,1067053K,1,Société Amisoft
matricule_fiscal,1067157S,2,Société Errafaha SARL | pour une période indéterminée avec les pouvoirs les plus éten
matricule_fiscal,106715S,1,Société Errafaha
matricule_fiscal,1067250N,1,Venus des Arts
matricule_fiscal,1067274X,1,Société El Mouna SARL
matricule_fiscal,106735S,1,pour les exercices sociaux 2016
matricule_fiscal,1067388G,1,Société Alu Win SARL
matricule_fiscal,1067390A,2,Société Mediterranean International General Trading (MIGT) | Sté Mediterranean International General Trading MIGT
matricule_fiscal,1067513S,1,Société sérène import export SIE Sarl
matricule_fiscal,1067526Y,1,Sté Ikbal Mode
matricule_fiscal,1067528A,1,Société Tunisie Raam Express Industrie
matricule_fiscal,1067544A,1,Société SOFIPRO
matricule_fiscal,1067564E,1,Opéra Vision Technologie & Informatique
matricule_fiscal,1067587M,1,Société OK FOOD
matricule_fiscal,1067643C,1,Société Nesrine SARL
matricule_fiscal,10677158S,1,d'ingénierie et de conseils SMIC» SARL
matricule_fiscal,1068030G,2,Société Tunisienne de Peinture | Société Tunisienne de Peinture SARL
matricule_fiscal,1068061M,2,SOCIETE ZAKHAMA DISTI | Société ZAKHAMA DISTI
matricule_fiscal,1068122K,1,Telephoning Media Contact TMC S
matricule_fiscal,1068150P,2,Société Sillcom Aero Tunisie Industrie SARL | Société Slicom Aero Tunisie Industrie SARL
matricule_fiscal,106816S,1,Société Le Confort Pédagogique
matricule_fiscal,1068187D,1,NGP Consulting International SARL
matricule_fiscal,1068213M,2,Société JADE Sarl Centre Urbain Nord | Sté JADE SARL Centre Urbaine Nord - Tunis
matricule_fiscal,1068220L,2,SEA SUN SPA | Société SEA SUN SPA SARL
matricule_fiscal,1068309V,1,Société LAMINE MAILLE
matricule_fiscal,1068320P,1,Société I
matricule_fiscal,1068348C,1,Société Planet Services SARL
matricule_fiscal,1068356C,1,Société Nouvelle d'Entrepôts Frigorifiques
matricule_fiscal,1068368G,2,INSERVIO TUNISIE | Société INSERVIO TUNISIE
matricule_fiscal,1068394J,2,SOCETE CHAABANE DE PROPRETE ET SERVICES | Société Chaabane de Propreté et Services
matricule_fiscal,1068398N,2,Société FETEN » de promotion immobilière | Société Faten de Promotion Immobilière SARL
matricule_fiscal,1068404S,1,Société Market Solution - SARL
matricule_fiscal,1068423M,1,Société FERZ
matricule_fiscal,1068437D,1,Société de Location Rejeb Makni
matricule_fiscal,106843B,1,Société de Confection Rejeb Makni SCRM
matricule_fiscal,1068448F,1,LDS SARL
matricule_fiscal,1068472F,1,Société Pâtisseries Ghorbel
matricule_fiscal,106851V,1,PROXIMED
matricule_fiscal,1068535D,1,Société SH CONSEIL
matricule_fiscal,1068585P,1,Société CBM Consulting SUARL
matricule_fiscal,1068647L,1,SBJIB (société Ben Jomaa Informatique et Bureautique)
matricule_fiscal,1068703B,2,Société UNTEPE GRUP INSAAT LTD» Sarl | Sté INTEPE GRUP INSAAT LTD
matricule_fiscal,1068729J,1,Société Ennajah
matricule_fiscal,1068786X,1,Société Menuiserie Sahélienne
matricule_fiscal,1068830H,1,Société M
matricule_fiscal,1068841L,2,Société J et S CONFECTION SARL - En cours de liquidation | Sté Jets Confection SARL
matricule_fiscal,1068873N,1,NATUROSA
matricule_fiscal,1068873V,2,Société NATUROSA | Société Naturosa
matricule_fiscal,10688837A,1,Société Speed Textile
matricule_fiscal,1068883X,2,Société SPEED TEXTILE SARL | Sté Speed - Textile Sarl
matricule_fiscal,1068923L,1,HLI SERVICES
matricule_fiscal,1068956X,2,L'exception Des Meubles S | Société l'Exception des Meubles
matricule_fiscal,1069002G,1,Société ELYES
matricule_fiscal,1069009P,2,Société | Société Tornado Développement Sarl
matricule_fiscal,1069050Q,2,SOCIETE KENZA TRADING | SOCIETE KENZA TRADING S.A.R.L
matricule_fiscal,1069137X,1,Mediterranean Yacht Bunkering
matricule_fiscal,1069171Z,1,SOCIETE GENERALE EMBALLAGE
matricule_fiscal,1069176E,3,Mme Noura Bent Mohamed Ibn Halima est nommée gérante de la société | Société Meha Confection» Sarl | Société Nada De Commerce
matricule_fiscal,1069255C,1,Société Gel Ingredienti
matricule_fiscal,1069269J,1,CYBERSOLUTIONS SARL
matricule_fiscal,10693031S,1,Société CFAC SUARL
matricule_fiscal,1069343B,1,Société Ennajah Maintenance et Services S.A.R.L
matricule_fiscal,1069407T,1,Société Berrich Métal SARL
matricule_fiscal,10694161B,1,Etant encore précisé que cette société a obtenu à ce titre
matricule_fiscal,1069445G,1,Société Biocosmetics
matricule_fiscal,1069490M,1,Société Net Computer Services N
matricule_fiscal,1069495S,1,Société SLAMA
matricule_fiscal,1069512A,1,Sté Ali Mathlouthi et Fils
matricule_fiscal,106953S,1,Société BLU NEJMA
matricule_fiscal,1069541F,1,GAM
matricule_fiscal,1069574Q,1,société Le Café
matricule_fiscal,1069592S,1,SOCIETE AHMED ET CHEBBI DE COMMERCE
matricule_fiscal,1069602B,1,"Société De restauration, cafés et de services El Kods"
matricule_fiscal,1069687A,1,OXYCHEM
matricule_fiscal,1069711F,1,Société Geo Détection System » G
matricule_fiscal,1069774X,1,Société CyberCenter Informatique
matricule_fiscal,1069872V,1,Equipement Sanitaire de Chauffage Neji
matricule_fiscal,1069901X,1,Société Baatout des produits de nettoyage SUARL
matricule_fiscal,1069903M,1,Société AMM BEST SERVICES
matricule_fiscal,1069909T,3,Liquidative définitive & quitus au liquidateur | Sté Uniceramic SARL | Uniceramic
matricule_fiscal,1069938Z,1,Société Youssef de Peintures Autos et Accessoires SYPAA
matricule_fiscal,1069952X,3,SOCIETE THERMAL OASIS» SUARL | Société Thermal Oasis Hotel SUARL | ZIKO Fashion - SUARL
matricule_fiscal,107006H,1,rranéenne du Bâtiment et de la Construction
matricule_fiscal,107012D,1,Société PROFIX
matricule_fiscal,1070163Q,2,Société WELL GO SARL | société à Mme Lilia Nadia Neila Jaidane associée et gérante d
matricule_fiscal,1070243P,1,Etablissement Abedelkefi
matricule_fiscal,1070342R,2,Clôture des opérations de liquidation et fermeture définitive de la société | Société Cap Conseil International
matricule_fiscal,1070462Z,1,Société S.T.I.R.A.M.» SARL
matricule_fiscal,1070503K,1,SERMA INTERNATIONAL SARL
matricule_fiscal,1070514T,1,Société EZM
matricule_fiscal,1070539D,4,Com-Attitude | Société COM'ATTITUDE | Société COM-ATTITUDE
